"HighlightRow","Edit","View Audit LOG","State (XXX)","Issue  Office  (YXXX-MWO)","Location (name)","ICAO Identifier (YXXX)","Metar  (Y or N)","TAF  (Y or N)","TTF  (Y or N)","Ceilometer  (Y or N)","Vismeter  (Y or N)","AWIS  (Y or N)","AWIS Number (area code)No.","AWIS Frequency (Mhz)","BOM  Station(xxxxxx)","Secondary  &nbsp &nbsp &nbsp &nbsp Issue Office(YXXX-MWO)","ARFOR  Area(xx)","Alternate  Aero Minima  Cloud Base(Feet)","Alternate  Aero Minima  Visibility(Meters)","Slam Minima  Cloud Base(Feet)","Slam Minima  Visibility(Meters)","A Aero Minima  Cloud Base(Feet)","A Aero Minima  Visibility(Meters)","B Aero Minima  Cloud Base(Feet)","B Aero Minima  Visibility(Meters)","C Aero Minima  Cloud Base(Feet)","C Aero Minima  Visibility(Meters)","D Aero Minima  Cloud Base(Feet)","D Aero Minima  Visibility(Meters)","Main  Runway  Orientation(Degrees Magnetic)","Secondary  Runway  Orientation(Degrees Magnetic)","Tertiary  Runway  Orientation(Degrees Magnetic)","Variation  Amount  (Degrees)","Variation  Direction  (E or W)","Aero  Height  (Feet)","AWS  (Y or N)","VIS AWR  (Y or N)","VIS SYNOP  (Y or N)","Closest Vis Obs  (Y or N)","One  Minute Data  (Y or N)","Half  Hourly   (Y or N)","Hourly  Data  (Y or N)","Present  Weather Sensor Funded  (Y or N)","Lightning  Sensor  (Y or N)","Annual  Movements","Annual  Pax","GreaterThan 30000  Pax  (Y or N)","Runway  Approach  (Y or N)","Circling  Approach  (Y or N)","International  Secondary  (Y or N)","Control  Tower  (Y or N)","International  Major  (Y or N)","Etops  Alternate  (Y or N)","TAF  Classification  (A,B,C,D,E,F,G)","TAF  Cat  (1,2,3)","AIFS TAF Aifs Id (IDXXXXXX)","TAF  issues  TAF_ISS0  (HH/HH)","TAF_ISS1  Days  (A=All)","TAF  issues  TAF_ISS2  (HH/HH)","TAF_ISS3  Days  (A=All)","TAF  issues  TAF_ISS4  (HH/HH)","TAF_ISS5  Days  (A=All)","TAF  issues  TAF_ISS6  (HH/HH)","TAF_ISS7  Days  (A=All)","Validity  (Hrs)","Update  Frequency","No of  issues","TTF_ISS1  (HH/HH)","TTF_ISS2  Days","TTF ISSue  Times  TTF_ISS3  (HH/HH)","TTF_ISS4  Days","Airport  Warning  (Y or N)","Wind  Shear  Alert  (Y or N)","Temperature  Inversion   (Y or N)","ASTAS   (Y or N)","Thunderstorm  Alert   (Y or N)","Airport  Weather  Briefing   (Issue Time Z)","Code  Grey   (Y or N)","Verbal  Briefing   (Y or N)","Aero  Latitude  (Decimal  Degrees).","Aero  Longitude  (Decimal  Degrees).","Aviation  Funded (Y or N)","Aviation  Location  Type"
"___","YTNK","LOG","NT","YPDN-MWO","Tennant Creek","YTNK","Y","Y","N","N","N","Y","(08) 8962 2850","N","15135","","84","1344","6000","","","1224","4400","1224","4400","1324","6000","","","70","115","","4","E","1236","Y","Y","Y","","Y","Y","Y","N","N","","","N","Y","Y","N","N","N","N","C","2","IDD50300","2008","A","0214","A","0820","A","1402","A","12","","3","","","","","N","N","N","N","N","N","N","Y","-19.64861","134.18139","N","AD"
"___","YTMN","LOG","NT","YPDN-MWO","Tanami Mine","YTMN","N","N","N","N","N","N","N","N","","","84","1500","8000","","","","","","","","","","","","","","3","E","1400","N","N","N","Rabbit Flat see comment)","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD53500","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-19.96667","129.72556","N","ALA"
"___","YYND","LOG","NT","YPDN-MWO","Yuendumu","YYND","N","Y","N","N","N","N","N","N","15528","","85","1500","8000","","","","","","","","","","","","","","4","E","2205","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD52400","","TU,T","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-22.25412","131.78217","N","ALA"
"___","YKNT","LOG","NT","YPDN-MWO","Kintore (Wulungurru)","YKNT","Y","Y","N","N","N","N","N","N","15664","","85","1500","8000","","","","","","","","","","","","","","","","","Y","N","N","Giles 224","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD52700","0208","A","0008","A","0205","A","","","?","","3","","","","","N","N","N","N","N","N","N","Y","-23.265","129.385","Y","ALA"
"___","YGLS","LOG","WA","YPDN-MWO","Giles","YGLS","Y","Y","N","N","N","N","N","N","13017","","85","1500","8000","","","","","","","","","","","","","","3","E","1900","Y","Y","Y","","Y","Y","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD52300","20/08","M,TU,T,F,SA,S","02/14","","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-25.05","128.3","N","ALA"
"___","YERN","LOG","SA","YPDN-MWO","Ernabella (Pukatja)","YERN","Y","Y","N","N","N","Y","(08) 81315316","N","16097","","85","1500","8000","","","","","","","","","","","","","","4","E","2319","Y","N","N","Curtin Springs 114","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD52100","","M,TU,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-26.26258","132.18176","Y","ALA"
"___","YBAS","LOG","NT","YBAS-MO","Alice Springs","YBAS","Y","Y","N","Y","N","Y","(08) 8955 5024","N","15590","YPDN-MWO","85","1701","7000","800","4000","1181","4400","1181","4400","1611","6000","1611","7000","116","174","","5","E","1789","Y","Y","Y","","Y","Y","Y","Y","Pr","7866","607615","Y","Y","Y","Y","Y","N","N","A","1","IDD50400","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","Y","N","N","N","Y","N","N","Y","-23.80694","133.89944","N","AD"
"___","YAYE","LOG","NT","YPDN-MWO","Ayers Rock (Yulara)","YAYE","Y","Y","N","Y","Y","Y","(08) 8956 2435","N","15635","","85","1404","7000","","","1124","4400","1124","4400","1354","6000","1354","7000","126","","","4","E","1626","Y","N","N","Uluru 19.5","N","Y","Y","N","PR","4108","322927","Y","Y","Y","N","Y","N","N","B","2","IDD50900","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-25.18614","130.97556","Y","AD"
"___","YJVN","LOG","NT","YPDN-MWO","Jabiru Venture","YJVN","N","Y","N","N","N","N","N","N","","","86","1500","8000","","","","","","","","","","","","","","","","","N","N","N","Kalumburu","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD53000","","M,TU,W,F,Sa","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-11.93333","125","N","HLS"
"___","YTTI","LOG","NT","YPDN-MWO","Troughton Island","YTTI","Y","Y","N","N","N","N","N","N","1007","","86","1093","4400","","","1093","4400","1093","4400","","","","","146","","","2","E","27","Y","N","N","Kalumburu 80k","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD52600","2008","A","0214","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-13.75167","126.14833","N","ALA"
"___","YNEN","LOG","NT","YPDN-MWO","Northern Endeavour Drilling Rig","YNEN","Y","Y","N","Y","Y","N","N","N","200212","","86","1500","8000","","","","","","","","","","","","","","","","","Y","Y","N","","N","Y","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDD54100","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-10.6225","126.03333","N","HLS"
"___","YMVE","LOG","NT","YPDN-MWO","Modec Venture Drilling Rig","YMVE","N","Y","N","N","N","N","N","N","","","86","1500","8000","","","","","","","","","","","","","","","","","N","N","N","Kalumbaru","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD54000","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-10.88333","126.58333","N","HLS"
"___","YBWS","LOG","NT","YPDN-MWO","Browse Island","YBWS","Y","Y","N","N","N","N","N","N","200784","","87","1500","8000","","","","","","","","","","","","","","","","12","Y","N","N","Kuri Bay","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDD54200","2008","A","0211","A","","","","","12 & 9","6","2","","","","","N","N","N","N","N","N","N","Y","-14.1","123.5","N","ALA"
"___","WPDL","LOG","EXT","YPDN-WMO","Dili","WPDL","Y","Y","N","N","N","N","","","200868","","EXT","1775","4400","","","","","","","","","","","","","","","","9","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-8.55583","125.53056","N","AD"
"___","YSNF","LOG","NSW","YSSY-MWO","Norfolk Island","YSNF","Y","Y","N","Y","Y","Y","OLD (0011) 672323089","N","200288","","EXT","1609","7000","","","1169","4400","1169","4400","1269","6000","1269","7000","107","35","","15","E","371","Y","Y","Y","","Y","Y","Y","Y","N","1199","81470","Y","Y","Y","Y","N","N","N","A","3","IDN53600","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","Y","N","N","N","N","N","N","Y","-29.01667","167.9375","N","AD"
"___","YPCC","LOG","WA","YPPH-MWO","Cocos Island","YPCC","Y","Y","N","Y","Y","Y","08 94628727","126.2","200284","","EXT","1290","7000","","","1140","4400","1240","6000","1240","6000","1340","7000","151","","","2","W","10","Y","Y","Y","","N","N","Y","N","N","","","N","Y","Y","Y","N","N","N","A","3","IDW50600","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","N","N","N","N","N","N","N","Y","-12.18865","96.83048","N","AD"
"___","YPXM","LOG","WA","YPPH-MWO","Christmas Island","YPXM","Y","Y","N","Y","Y","Y","08 94628726","126.25","200790","","EXT","1337","7000","","","1184","4800","1184","4800","1284","6000","1284","7000","175","","","0","E","916","Y","Y","Y","","N","N","Y","Y","N","249","7504","N","Y","Y","Y","N","N","N","A","3","IDW54200","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","N","N","N","N","N","N","N","Y","-10.45059","105.69035","Y","AD"
"___","YBCR","LOG","NT","UNKNOWN","Batchelor","YBCR","Y","N","N","N","N","N","N","N","14272","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-13.0545","131.0252","N","ALA"
"___","NFFN","LOG","INT","UNKNOWN","Nadi International Airport","NFFN","Y","Y","N","N","N","N","","","991680","","","","","","","-1","-1","","","","","","","","","","","","59","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-17.76056","177.45056","N",""
"___","YJVS","LOG","NT","UNKNOWN","Jervois","YJVS","Y","N","N","N","N","N","N","N","15602","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-22.9495","136.1444","N","ALA"
"___","YKDI","LOG","SA","UNKNOWN","Kadina","YKDI","Y","N","N","N","N","N","N","N","22050","","","","","","","-1","-1","","","","","","","54","","","8","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-33.9703","137.6628","N","ALA"
"___","YMRE","LOG","SA","UNKNOWN","Marree","YMRE","Y","N","N","N","N","N","N","N","17126","","","","","","","-1","-1","","","","","","","","","","7","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-29.6587","138.0684","N","ALA"
"___","YYUN","LOG","SA","UNKNOWN","Yunta","YYUN","Y","N","N","N","N","N","N","N","20062","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-32.5707","139.5645","N","ALA"
"___","YTSI","LOG","TAS-ANT","UNKNOWN","Tasman Island","YTSI","Y","N","N","N","N","N","N","N","94155","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-43.2397","148.0025","N","HLS"
"___","YCHL","LOG","VIC","UNKNOWN","Charlton","YCHL","Y","N","N","N","N","N","N","N","80128","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-36.2847","143.3342","N","ALA"
"___","YCEM","LOG","VIC","UNKNOWN","Coldstream","YCEM","Y","N","N","N","N","Y","(03) 9739 0815","N","86383","","","","","","","-1","-1","","","","","","","","","","12","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-37.7258","145.4072","N","ALA"
"___","YEDE","LOG","VIC","UNKNOWN","Edenhope","YEDE","Y","N","N","N","N","N","N","N","79099","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-37.0222","141.2656","N","ALA"
"___","YFLK","LOG","VIC","UNKNOWN","Falls Creek","YFLK","Y","N","N","N","N","N","N","N","83084","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-36.8725","147.2744","N","HLS"
"___","YHPN","LOG","VIC","UNKNOWN","Hopetoun","YHPN","Y","N","N","N","N","N","N","N","77010","","","","","","","-1","-1","","","","","","","10","80","","10","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-35.715","142.3569","N","AD"
"___","YBXU","LOG","VIC","UNKNOWN","Mount Buller","YBXU","Y","N","N","N","N","N","N","N","83024","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-37.1467","146.4367","N","HLS"
"___","YSWL","LOG","VIC","UNKNOWN","Stawell","YSWL","Y","N","N","N","N","N","N","N","79105","","","","","","","-1","-1","","","","","","","104","175","","10","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-37.0678","142.7411","N","AD"
"___","YYWG","LOG","VIC","UNKNOWN","Yarrawonga","YYWG","Y","N","N","N","N","N","N","N","81124","","","","","","","-1","-1","","","","","","","11","53","","11","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-36.0294","146.0306","N","AD"
"___","YGAD","LOG","WA","UNKNOWN","Garden Island HSF","YGAD","Y","N","N","N","N","N","N","N","9256","","","","","","","-1","-1","","","","","","","48","","","2","W","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-32.2433","115.6839","N","AD"
"___","YGIG","LOG","WA","UNKNOWN","Gin Gin","YGIG","Y","N","N","N","N","N","N","N","9178","","","","","","","-1","-1","","","","","","","76","","","1","W","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-31.4628","115.8642","N","AD"
"___","YKAL","LOG","WA","UNKNOWN","Kalumburu","YKAL","Y","N","N","N","N","N","N","N","1019","","","","","","","-1","-1","","","","","","","105","","","2","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-14.2964","126.6453","N","AD"
"___","YMRW","LOG","WA","UNKNOWN","Morawa","YMRW","Y","N","N","N","N","N","N","N","8296","","","","","","","-1","-1","","","","","","","90","149","","1","W","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-29.2039","116.0247","N","ALA"
"___","YROE","LOG","WA","UNKNOWN","Roebourne","YROE","Y","N","N","N","N","N","N","N","4090","","","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-20.7594","117.1583","N","ALA"
"___","YKNG","LOG","WA","","Kattaning Airport","YKNG","N","N","","","","N","","","","","","1366","6000","","","","","","","","","","","67","132","","2","W","934","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-33.70028","117.65333","",""
"___","YWKS","LOG","TAS-ANT","UNKNOWN","Wilkins Runway East","YWKS","N","N","N","N","N","N","","","300050","","","","","","","-1","-1","","","","","","","","","","","","2470","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-66.6831","111.5317","N","AD"
"___","YMHL","LOG","WA","","Mount Holland","YMHL","N","N","N","N","N","N","","","","","","1218","6000","","","","","","","","","","","85","","","0","W","","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-32.1083","119.76","N",""
"___","YWDG","LOG","WA","","Windarling","YWDG","N","N","N","N","N","N","","","","","","1398","6000","","","","","","","","","","","103","","","0","E","","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-30.0319","119.3872","N",""
"___","YKWA","LOG","WA","","Karlawinda Mine","YKWA","N","N","N","N","N","N","","","","","","1262","6000","","","","","","","","","","","7","","","1","E","","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-23.7811","120.135","N",""
"___","YABR","LOG","WA","","Abra Mine","YABR","N","N","N","N","N","N","","","","","","1260","6000","","","","","","","","","","","105","","","1","E","","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-24.6242","118.6203","N",""
"___","YGIA","LOG","WA","","Ginbata","YGIA","N","N","N","N","N","N","","","","","","1431","7000","","","","","","","","","","","89","","","1","E","","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.5811","120.0356","N",""
"___","YORB","LOG","VIC","","Orbost Airport","YORB","N","N","","","","N","","","","","","1236","6000","","","","","","","","","","","70","","","13","E","94","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-34.79028","148.60972","",""
"___","WSSS","LOG","INT","UNKNOWN","Singapore Changi International Airport","WSSS","Y","Y","N","N","N","N","","","948698","","","","","","","-1","-1","","","","","","","","","","","","23","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","1.36528","103.99333","N",""
"___","AYPY","LOG","INT","UNKNOWN","Port Moresby Airport","AYPY","Y","Y","N","N","N","N","","","992035","","","","","","","","","","","","","","","","","","","","129","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-9.445","147.22","N",""
"___","YDWF","LOG","NT","UNKNOWN","Delamere Weapons Range","YDWF","Y","N","N","N","N","N","N","N","14949","","","","","","","-1","-1","","","","","","","87","","","3","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-15.7442","131.9182","N","AD"
"___","YWMO","LOG","WA","","West Musgrave Airport","YWMO","","","","Y","Y","","","","513000","","64","1320","6000","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","C","","IDW55850","","","","","","","","","","","","","","","","","","","","","","","","-26.0545","127.6907","",""
"___","YMCS","LOG","QLD","","Macrossan","YMCS","","","","N","N","","","","","","44","1500","8000","","","","","","","","","","","68","","","8","E","876","","","","","","","","","","","","","","","","","","","D","","IDD53302","","","","","","","","","","","","","","","","","","","","","","","","-21.0167","146.4833","",""
